"code","inclusion_notes","exclusion_notes"
"P002","Fœtus ou nouveau-né affecté par les maladies de la mère classées en A00-B99, et J09–J11, mais ne présentant lui-même aucun signe de ces maladies","infections (de l') :
 - appareil génital maternel et autres infections localisées de la mère [P00.8] 
 - spécifiques de la période périnatale [P35-P39]"
"P003","Fœtus ou nouveau-né affecté par les maladies de la mère classées en I00-I99, J00-J99, Q20-Q34 non mentionnées en P00.0, P00.2",""
"P004","Fœtus ou nouveau-né affecté par les maladies de la mère classées en E40-E64
Malnutrition de la mère SAI",""
"P005","Fœtus ou nouveau-né affecté par les maladies de la mère classées en S00-T79",""
"P006","","césarienne pour l'accouchement actuel [P03.4]
interruption de la grossesse, fœtus [P96.4]
intervention chirurgicale antérieure sur l'utérus ou les organes pelviens [P03.8]
lésion du placenta par amniocentèse, césarienne ou déclenchement chirurgical [P02.1]"
"P007","Fœtus ou nouveau-né affecté par la radiologie chez la mère","fœtus ou nouveau-né affecté par d'autres complications du travail et de l'accouchement [P03.-]
lésion du placenta par amniocentèse, césarienne ou déclenchement chirurgical [P02.1]"
"P008","Fœtus ou nouveau-né affecté par :
 - états classés en T80-T88
 - infection de l'appareil génital de la mère et autres infections localisées
 - lupus érythémateux disséminé de la mère","anomalies endocriniennes et métaboliques transitoires du nouveau-né [P70-P74]"
"P009","","fœtus et nouveau-né affectés par :
 - anomalies endocriniennes et métaboliques de la mère [P70-P74] 
 - complications de la grossesse chez la mère [P01.-] 
 - effets nocifs transmis par le placenta ou par le lait maternel [P04.-]"
"P012","","oligoamnios dû à la rupture prématurée des membranes [P01.1]"
"P014","Grossesse abdominale",""
"P015","Grossesse :
 - jumeaux
 - triplés",""
"P017","Position instable  avant le travail
Présentation (de) :
 - face avant le travail 
 - siège avant le travail 
 - transverse avant le travail 
 Version externe  avant le travail",""
"P018","Avortement spontané, fœtus",""
"P021","Décollement prématuré du placenta
Hématome rétroplacentaire
Hémorragie :
 - accidentelle
 - ante partum
 - de la mère
Lésion du placenta par amniocentèse, césarienne ou déclenchement chirurgical",""
"P022","Dysfonction  placentaire
Infarctus  placentaire
Insuffisance  placentaire",""
"P023","Anomalie du placenta et du cordon ombilical provoquant une transfusion entre jumeaux ou autre transfusion transplacentaire",""
"P025","Circulaire  du cordon ombilical
Nœud  du cordon ombilical
Torsion  du cordon ombilical",""
"P026","Cordon court
Procidence des vaisseaux du cordon [vasa prævia]","artère ombilicale unique [Q27.0]"
"P027","Amniotite
Membranite
Placentite",""
"P031","Bassin rétréci
Fœtus ou nouveau-né affecté par des troubles classés en O64-O66
Présentation occipitopostérieure persistante
Présentation transverse",""
"P035","Rapidité de l'expulsion",""
"P036","Fœtus ou nouveau-né affecté par des troubles classés en O62.-, sauf O62.3
Inertie utérine
Travail hypertonique",""
"P038","Anomalies des tissus mous maternels
Fœtus ou nouveau-né affecté par des troubles classés en O60-O75 et par des techniques utilisées pendant le travail et l'accouchement, non mentionnés en P02.- et P03.0-P03.6
Intervention destructrice pour faciliter l'accouchement
Déclenchement du travail",""
"P04","effets non tératogènes de substances transmises par voie placentaire","ictère du nouveau-né dû à des médicaments ou des toxines transmis par la mère [P58.4]
malformations congénitales [Q00-Q99]"
"P040","Réactions et intoxications dues à des opiacés et tranquillisants administrés à la mère pendant le travail et l'accouchement",""
"P041","Chimiothérapie du cancer
Médicaments cytotoxiques","dysmorphisme dû à la warfarine [Q86.2]
fœtus ou nouveau-né affecté par toxicomanie de la mère [P04.4]
syndrome fœtal dû à l'hydantoïne [Q86.1]"
"P043","","syndrome d'alcoolisation fœtal [SAF] [Q86.0]"
"P044","","anesthésie et analgésie de la mère [P04.0]
symptômes de sevrage du nouveau-né dus à la toxicomanie de la mère [P96.1]"
"P049","","ictère du nouveau-né dû à des médicaments ou des toxines transmis par la mère [P58.4]
malformations congénitales [Q00-Q99]"
"P050","Léger pour l'âge gestationnel",""
"P051","Petit et léger pour l'âge gestationnel
Petit pour l'âge gestationnel",""
"P052","Nouveau-né, ni de faible poids ni de faible taille pour l'âge gestationnel, présentant des signes de malnutrition fœtale tels que peau sèche, exfoliée et perte du tissu souscutané","malnutrition du fœtus, avec mention de :
 - faible poids pour l'âge gestationnel [P05.0] 
 - petite taille pour l'âge gestationnel [P05.1]"
"P059","Croissance fœtale retardée SAI",""
"P07","les états mentionnés, sans autre précision, comme cause de mortalité, de morbidité ou de soins supplémentaires du nouveau-né","faible poids de naissance dû à un retard de croissance et à une malnutrition du fœtus [P05.-]"
"P070","Poids de naissance de 999 g ou moins.",""
"P071","Poids de naissance de 1000 à 2499 g.",""
"P072","Moins de 28 semaines révolues (moins de 196 jours révolus) de gestation.",""
"P073","Prématurité SAI",""
"P08","les états mentionnés, sans autre précision, comme cause de mortalité, de morbidité ou de soins supplémentaires du fœtus ou du nouveau-né",""
"P080","Désigne en général un poids de naissance de 4500 g ou plus.","syndrome de l'enfant de :
 - mère ayant un diabète gestationnel [P70.0] 
 - mère diabétique [P70.1]"
"P081","","syndrome de l'enfant (avec)(de):
 - mère ayant un diabète gestationnel [P70.0] 
 - mère diabétique [P70.1] 
 - poids de naissance de 4500 g ou plus [P08.0]"
"P082","Postmaturité SAI",""
"P10","","hémorragie intracrânienne du fœtus ou du nouveau-né :
 - SAI [P52.9] 
 - due à une anoxie ou une hypoxie [P52.-]"
"P100","Hématome sousdural (localisé) dû à un traumatisme obstétrical","hémorragie sousdurale avec déchirure de la tente du cervelet [P10.4]"
"P109","","hémorragie intracrânienne du fœtus ou du nouveau-né :
 - SAI [P52.9] 
 - due à une anoxie ou une hypoxie [P52.-]"
"P113","Paralysie faciale due à un traumatisme obstétrical",""
"P115","Fracture du rachis due à un traumatisme obstétrical",""
"P122","Hématome sous-galéal du à un traumatisme obstétrical",""
"P124","Incision pour prise d'échantillons
Lésion due à la présence d'une électrode",""
"P13","","traumatisme obstétrical du rachis [P11.5]"
"P131","","céphalhématome [P12.0]"
"P139","","traumatisme obstétrical du rachis [P11.5]"
"P150","Rupture du foie due à un traumatisme obstétrical",""
"P151","Rupture de la rate due à un traumatisme obstétrical",""
"P153","Glaucome traumatique  dû (due) à un traumatisme obstétrical
Hémorragie sousconjonctivale  dû (due) à un traumatisme obstétrical",""
"P154","Congestion faciale due à un traumatisme obstétrical",""
"P20","acidose  fœtale ou intra-utérine
anoxie  fœtale ou intra-utérine
asphyxie  fœtale ou intra-utérine
détresse  fœtale ou intra-utérine
hypoxie  fœtale ou intra-utérine
anomalie du rythme cardiaque fœtal
émission de méconium
présence de méconium dans le liquide amniotique","hémorragie intracrânienne due à une anoxie ou une hypoxie [P52.-]"
"P209","","hémorragie intracrânienne due à une anoxie ou une hypoxie [P52.-]"
"P21","","hypoxie ou asphyxie intra-utérine [P20.-]"
"P210","Pouls inférieur à 100 par minute à la naissance, demeurant constant ou diminuant, respiration absente ou difficile, décoloration des téguments, absence de tonicité
Asphyxie avec indice d'Apgar à une minute entre 0 et 3",""
"P211","Absence de respiration normale au bout d'une minute, mais rythme cardiaque à 100 ou plus, présence d'une certaine tonicité musculaire, existence d'une réponse à la stimulation
Asphyxie avec indice d'Apgar à une minute entre 4 et 7",""
"P219","Anoxie  SAI
Asphyxie  SAI
Hypoxie  SAI","hypoxie ou asphyxie intra-utérine [P20.-]"
"P22","","insuffisance respiratoire du nouveau-né [P28.5]"
"P220","Maladie des membranes hyalines du nouveau-né",""
"P229","","insuffisance respiratoire du nouveau-né [P28.5]"
"P23","pneumopathie infectieuse acquise in utero ou pendant l'accouchement","pneumopathie d'inhalation du nouveau-né [P24.-]"
"P230","","pneumopathie de la rubéole congénitale [P35.0]"
"P236","Haemophilus influenzae
Klebsiella pneumoniae
Mycoplasma pneumoniae
Streptocoques, sauf groupe B",""
"P239","","pneumopathie d'inhalation du nouveau-né [P24.-]"
"P24","pneumopathie d'inhalation du nouveau-né",""
"P241","Inhalation de liquide amniotique [liquor amnii]",""
"P249","Pneumopathie d'inhalation du nouveau-né SAI",""
"P270","Dysmaturité pulmonaire",""
"P278","Fibrose pulmonaire congénitale
Poumon de ventilation du nouveau-né",""
"P28","","malformations congénitales de l'appareil respiratoire [Q30-Q34]"
"P280","Collapsus primitif des alvéoles pulmonaires
Hypoplasie pulmonaire associée à une brièveté de la gestation
Immaturité pulmonaire SAI",""
"P281","Atélectasie (de) :
 - SAI
 - partielle
 - résorption, sans syndrome de détresse respiratoire
 - secondaire",""
"P282","","apnée du nouveau-né [P28.3-P28.4]"
"P283","Apnée du sommeil chez le nouveau-né :
 - centrale
 - obstructive
 - SAI",""
"P284","Apnée (de la) (du):
 - nouveau-né, obstructive
 - prématurité","apnée du sommeil obstructive du nouveau-né [P28.3]"
"P288","Coryza du nouveau-né
Stridor (laryngé) congénital SAI","rhinite syphilitique congénitale précoce [A50.0]"
"P289","","malformations congénitales de l'appareil respiratoire [Q30-Q34]"
"P29","","malformations congénitales de l'appareil circulatoire [Q20-Q28]"
"P293","Hypertension pulmonaire (persistante) du nouveau-né
Obturation retardée du canal artériel",""
"P299","","malformations congénitales de l'appareil circulatoire [Q20-Q28]"
"P35-P39","infections acquises in utero ou pendant la naissance","coqueluche [A37.-]
infection asymptomatique par le virus de l'immunodéficience humaine [VIH] [Z21]
infection gonococcique [A54.-]  congénitale
pneumopathie [P23.-]  congénitale
syphilis [A50.-]  congénitale
maladies :
 - dues au virus de l'immunodéficience humaine [VIH] [B20-B24] 
 - infectieuses :
  - acquises après la naissance [A00-B99]  [J09–J11] 
  - de la mère, cause de mortalité ou de morbidité du fœtus ou du nouveau-né ne présentant lui-même aucun signe de ces maladies [P00.2] 
  - intestinales [A00-A09] 
mise en évidence par les examens de laboratoire du virus de l'immunodéficience humaine [VIH] [R75] 
tétanos du nouveau-né [A33]"
"P350","Pneumopathie de la rubéole congénitale",""
"P354","Microcéphalie de la maladie congénitale due au virus Zika",""
"P358","Varicelle congénitale",""
"P36","sepsis congénital",""
"P37","","coqueluche [A37.-]
diarrhée du nouveau-né :
 - SAI [A09.9] 
 - infectieuse [A09.0] 
 - non infectieuse [P78.3] 
entérocolite nécrosante du fœtus ou du nouveau-né [P77] 
ophtalmie gonococcique du nouveau-né [A54.3] 
syphilis congénitale [A50.-] 
tétanos du nouveau-né [A33]"
"P371","Hydrocéphalie due à une toxoplasmose congénitale",""
"P379","","coqueluche [A37.-]
diarrhée du nouveau-né :
 - SAI [A09.9] 
 - infectieuse [A09.0] 
 - non infectieuse [P78.3] 
entérocolite nécrosante du fœtus ou du nouveau-né [P77] 
ophtalmie gonococcique du nouveau-né [A54.3] 
syphilis congénitale [A50.-] 
tétanos du nouveau-né [A33]"
"P390","","engorgement du sein chez le nouveau-né [P83.4]
mastite non infectieuse du nouveau-né [P83.4]"
"P391","Conjonctivite à Chlamydia du nouveau-né
Ophtalmie du nouveau-né SAI","conjonctivite gonococcique [A54.3]"
"P394","Pyodermite du nouveau-né","pemphigus épidémique du nouveau-né [L00]
syndrome d'épidermolyse staphylococcique du nourrisson [L00]"
"P50","","anémie congénitale par perte de sang fœtal [P61.3]"
"P50-P61","","anémies hémolytiques héréditaires [D55-D58]
maladie de :
 - Crigler-Najjar [E80.5] 
 - Dubin–Johnson [E80.6] 
sténose et rétrécissement congénitaux des voies biliaires [Q44.3] 
syndrome de Gilbert [E80.4]"
"P509","Hémorragie fœtale SAI","anémie congénitale par perte de sang fœtal [P61.3]"
"P51","","omphalite avec hémorragie modérée [P38]"
"P518","Glissement de la ligature ombilicale SAI",""
"P519","","omphalite avec hémorragie modérée [P38]"
"P52","hémorragie intracrânienne due à une anoxie ou une hypoxie","hémorragie intracrânienne due à :
 - traumatisme obstétrical [P10.-] 
 - autre lésion traumatique [S06.-]   - de la mère [P00.5]"
"P520","Hémorragie sousépendymaire (sans envahissement intraventriculaire)",""
"P521","Hémorragie sousépendymaire avec envahissement intraventriculaire",""
"P522","Hémorragie sousépendymaire avec extension intracérébrale et extension intraventriculaire",""
"P529","","hémorragie intracrânienne due à :
 - traumatisme obstétrical [P10.-] 
 - autre lésion traumatique [S06.-]   - de la mère [P00.5]"
"P53","Carence du nouveau-né en vitamine K",""
"P54","","hémorragie pulmonaire survenant pendant la période périnatale [P26.-]
perte de sang fœtal [P50.-]"
"P540","","due à une ingestion de sang maternel [P78.2]"
"P541","","dû à une ingestion de sang maternel [P78.2]"
"P545","Contusions  du fœtus ou du nouveau-né
Ecchymoses  du fœtus ou du nouveau-né
Hématome superficiel  du fœtus ou du nouveau-né
Pétéchies  du fœtus ou du nouveau-né","céphalhématome dû à un traumatisme obstétrical [P12.0]
meurtrissure du cuir chevelu due à un traumatisme obstétrical [P12.3]"
"P546","Fausses règles",""
"P549","","hémorragie pulmonaire survenant pendant la période périnatale [P26.-]
perte de sang fœtal [P50.-]"
"P56","","anasarque fœtoplacentaire :
 - SAI [P83.2] 
 - non due à une maladie hémolytique [P83.2]"
"P569","","anasarque fœtoplacentaire :
 - SAI [P83.2] 
 - non due à une maladie hémolytique [P83.2]"
"P578","","maladie de Crigler-Najjar [E80.5]"
"P58","","ictère dû à une iso-immunisation [P55-P57]"
"P589","","ictère dû à une iso-immunisation [P55-P57]"
"P59","","dû à des erreurs innées du métabolisme [E70-E90]
ictère nucléaire [P57.-]"
"P590","Hyperbilirubinémie de la prématurité
Ictère dû à un retard de la glycuronoconjugaison associée à un accouchement avant terme",""
"P592","Hépatite :
 - à cellules géantes fœtale ou du nouveau-né
 - (idiopathique) fœtale ou du nouveau-né","hépatite virale congénitale [P35.3]"
"P599","Ictère physiologique (intense) (prolongé) SAI","dû à des erreurs innées du métabolisme [E70-E90]
ictère nucléaire [P57.-]"
"P60","Syndrome de défibrination du fœtus ou du nouveau-né",""
"P61","","hypogammaglobulinémie transitoire du nourrisson [D80.7]"
"P610","Thrombopénie du nouveau-né due à :
 - exsanguinotransfusion
 - iso-immunisation
 - thrombocytopénie maternelle idiopathique",""
"P614","Anémie congénitale SAI",""
"P619","","hypogammaglobulinémie transitoire du nourrisson [D80.7]"
"P70-P74","les affections endocriniennes et métaboliques transitoires causées par la réponse de l'enfant aux facteurs endocriniens et métaboliques maternels, ou son adaptation à l'existence extra-utérine",""
"P700","Fœtus ou nouveau-né (avec hypoglycémie) affecté par le diabète gestationnel",""
"P701","Fœtus ou nouveau-né (avec hypoglycémie) affecté par le diabète sucré maternel (préexistant)",""
"P704","Hypoglycémie transitoire du nouveau-né",""
"P711","","hypoparathyroïdie du nouveau-né [P71.4]"
"P713","Tétanie du nouveau-né SAI",""
"P72","","goitre dû à un trouble de l'hormonosynthèse [E07.1]
hypothyroïdie congénitale avec ou sans goitre [E03.0-E03.1]
syndrome de Pendred [E07.1]"
"P720","Goitre congénital transitoire avec fonction thyroïdienne normale",""
"P721","Thyréotoxicose du nouveau-né",""
"P722","Hypothyroïdie transitoire du nouveau-né",""
"P729","","goitre dû à un trouble de l'hormonosynthèse [E07.1]
hypothyroïdie congénitale avec ou sans goitre [E03.0-E03.1]
syndrome de Pendred [E07.1]"
"P760","Iléus méconial en l’absence reconnue de fibrose kystique du pancréas [mucoviscidose]",""
"P761","","maladie de Hirschsprung [Q43.1]"
"P78","","hémorragies gastro-intestinales du nouveau-né [P54.0-P54.3]"
"P780","Péritonite méconiale",""
"P781","Péritonite du nouveau-né SAI",""
"P783","","diarrhée du nouveau-né :
 - SAI  [A09.9] 
 - infectieuse  [A09.0]"
"P788","Cirrhose congénitale (du foie)
Reflux œsophagien du nouveau-né
Ulcère gastroduodénal du nouveau-né",""
"P789","","hémorragies gastro-intestinales du nouveau-né [P54.0-P54.3]"
"P800","Hypothermie sévère et généralement chronique associée à une coloration rosée, des œdèmes et des anomalies neurologiques et biochimiques","hypothermie légère du nouveau-né [P80.8]"
"P808","Hypothermie légère du nouveau-né",""
"P819","Fièvre du nouveau-né SAI",""
"P83","","anasarque fœtoplacentaire due à une maladie hémolytique [P56.-]
croute de lait [L21.0]
dermite fessière du nourrisson [L22]
infection de la peau du nouveau-né [P39.4]
malformations congénitales de la peau et des phanères [Q80-Q84]
syndrome d'épidermolyse staphylococcique du nourrisson [L00]"
"P832","Anasarque fœtoplacentaire SAI",""
"P834","Mastite non infectieuse du nouveau-né",""
"P838","Sclérodermie du nouveau-né
Syndrome du bébé bronzé
Urticaire du nouveau-né",""
"P839","","anasarque fœtoplacentaire due à une maladie hémolytique [P56.-]
croute de lait [L21.0]
dermite fessière du nourrisson [L22]
infection de la peau du nouveau-né [P39.4]
malformations congénitales de la peau et des phanères [Q80-Q84]
syndrome d'épidermolyse staphylococcique du nourrisson [L00]"
"P90","","convulsions bénignes du nouveau-né(familiales) [G40.3]"
"P917","Hydrocéphalie posthémorragique du nouveau-né",""
"P921","Rumination du nouveau-né",""
"P93","Syndrome gris dû à l'administration de chloramphénicol au nouveau-né","ictère dû à des médicaments ou des toxines transmis par la mère ou donnés au nouveau-né [P58.4]
réactions et intoxications dues à des opiacés, des tranquillisants et autres médicaments absorbés par la mère [P04.0-P04.1]  [P04.4]
symptômes de sevrage dus à (l')(la):
 - toxicomanie de la mère [P96.1] 
 - utilisation thérapeutique de médicaments chez le nouveau-né [P96.2]"
"P940","","myasthénie [G70.0]"
"P942","Syndrome non spécifique du bébé « poupée de son »",""
"P95+2","Fœtus vivant au début du travail mais dont le décès est constaté au cours du travail ou à l'accouchement",""
"P960","Urémie du nouveau-né",""
"P961","Syndrome de sevrage :
 - chez un enfant de mère toxicomane
 - du nouveau-né","réactions et intoxications dues à des opiacés et des tranquillisants administrés à la mère pendant le travail et l'accouchement [P04.0]"
"P963","Craniotabès du nouveau-né",""
"P964","","interruption de grossesse affectant la mère [O04.-]"
"P969","Débilité congénitale SAI",""
"Q000","Acéphalie
Acrânie
Anencéphalomyélie
Hémianencéphalie
Hémicéphalie",""
"Q01","encéphalomyélocèle
hydroencéphalocèle
hydroméningocèle crânienne
méningocèle cérébrale
méningoencéphalocèle","encéphalocèle acquis [G93.5]
syndrome de Meckel–Gruber [Q61.9]"
"Q019","","encéphalocèle acquis [G93.5]
syndrome de Meckel–Gruber [Q61.9]"
"Q02","Hydromicrocéphalie
Microencéphale","syndrome de Meckel–Gruber [Q61.9]"
"Q03","hydrocéphalie du nouveau-né","hydrocéphalie :
 - acquise, du nouveau-né [P91.7] 
 - acquise SAI [G91.-] 
 - avec spina bifida [Q05.0-Q05.4] 
 - due à une toxoplasmose congénitale [P37.1] 
syndrome d'Arnold–Chiari [Q07.0]"
"Q030","Anomalie  de l'aqueduc de Sylvius
Obstruction congénitale  de l'aqueduc de Sylvius
Sténose  de l'aqueduc de Sylvius",""
"Q031","Syndrome de Dandy-Walker",""
"Q039","","hydrocéphalie :
 - acquise, du nouveau-né [P91.7] 
 - acquise SAI [G91.-] 
 - avec spina bifida [Q05.0-Q05.4] 
 - due à une toxoplasmose congénitale [P37.1] 
syndrome d'Arnold–Chiari [Q07.0]"
"Q04","","cyclopie [Q87.0]
macrocéphalie [Q75.3]"
"Q040","Agénésie du corps calleux",""
"Q043","Absence  d'une partie de l'encéphale
Agénésie  d'une partie de l'encéphale
Aplasie  d'une partie de l'encéphale
Hypoplasie  d'une partie de l'encéphale
Agyrie
Hydranencéphalie
Lissencéphalie
Microgyrie
Pachygyrie","malformations congénitales du corps calleux [Q04.0]"
"Q046","Porencéphalie
Schizencéphalie","kyste porencéphalique acquis [G93.0]"
"Q048","Macrogyrie",""
"Q049","Anomalie congénitale  SAI de l'encéphale
Anomalies multiples congénitales  SAI de l'encéphale
Maladie ou lésion congénitale  SAI de l'encéphale","cyclopie [Q87.0]
macrocéphalie [Q75.3]"
"Q05","hydroméningocèle (rachidienne)
méningocèle (rachidienne)
méningomyélocèle
myélocèle
myéloméningocèle
rachischisis
spina bifida (aperta) (kystique)
syringomyélocèle","spina bifida occulta [Q76.0]
syndrome d'Arnold–Chiari [Q07.0]"
"Q051","Spina bifida :
 - thoracique avec hydrocéphalie 
 - dorsolombaire avec hydrocéphalie",""
"Q052","Spina bifida lombosacré avec hydrocéphalie",""
"Q056","Spina bifida :
 - dorsal SAI
 - dorsolombaire SAI",""
"Q057","Spina bifida lombosacré SAI",""
"Q059","","spina bifida occulta [Q76.0]
syndrome d'Arnold–Chiari [Q07.0]"
"Q061","Atélomyélie
Myélatélie
Myélodysplasie de la moelle épinière",""
"Q064","Hydrorachis",""
"Q069","Anomalie congénitale  SAI de la moelle épinière et des méninges
Maladie ou lésion congénitale  SAI de la moelle épinière et des méninges",""
"Q07","","dysautonomie familiale [Riley–Day] [G90.1]
neurofibromatose (non maligne) [Q85.0]"
"Q078","Agénésie d'un nerf
Anomalie d'un plexus nerveux
Mâchoire à clignement
Phénomène de Marcus Gunn",""
"Q079","Anomalie congénitale  SAI du système nerveux
Maladie ou lésion congénitale  SAI du système nerveux","dysautonomie familiale [Riley–Day] [G90.1]
neurofibromatose (non maligne) [Q85.0]"
"Q10","","cryptophtalmie SAI [Q11.2]
syndrome cryptophtalmique [Q87.0]"
"Q10-Q18","","fente labiale et fente palatine [Q35-Q37]
malformation congénitale (de) :
 - glande :
  - parathyroïde [Q89.2] 
  - thyroïde [Q89.2] 
 - larynx [Q31.-] 
 - lèvre NCA [Q38.0] 
 - nez [Q30.-] 
 - rachis cervical [Q05.0]  [Q05.5]  [Q67.5]  [Q76.0-Q76.4]"
"Q103","Ablépharie
Absence ou agénésie de :
 - cils
 - paupière
Blépharophimosis congénital
Colobome de la paupière
Malformation congénitale de la paupière SAI
Muscle oculaire surnuméraire
Paupière surnuméraire",""
"Q104","Absence d'orifice lacrymal",""
"Q106","Malformation congénitale de l'appareil lacrymal SAI",""
"Q111","Agénésie  de l'œil
Aplasie  de l'œil",""
"Q112","Cryptophtalmie SAI
Dysplasie  de l'œil
Hypoplasie  de l'œil
Œil rudimentaire","syndrome cryptophtalmique [Q87.0]"
"Q113","","macrophtalmie au cours d'un glaucome congénital [Q15.0]"
"Q130","Colobome SAI",""
"Q131","Aniridie",""
"Q132","Anisocorie congénitale
Atrésie de la pupille
Corectopie
Ectopie pupillaire
Malformation congénitale de l'iris SAI",""
"Q134","Anomalie de Peter
Malformation congénitale de la cornée SAI
Microcornée",""
"Q138","Anomalie de Rieger
Syndrome d'Axenfeld-Rieger
Syndrome de Rieger",""
"Q140","Opacité congénitale du corps vitré",""
"Q141","Anévrisme congénital de la rétine",""
"Q142","Colobome congénital de la papille optique",""
"Q148","Colobome du fond de l'œil",""
"Q15","","albinisme oculaire [E70.3]
nystagmus congénital [H55]
rétinite pigmentaire [H35.5]"
"Q150","Buphtalmie
Glaucome du nouveau-né
Hydrophtalmie
Kératoglobe congénital  avec glaucome
Macrocornée  avec glaucome
Mégalocornée  avec glaucome
Macrophtalmie au cours d'un glaucome congénital",""
"Q159","Anomalie congénitale SAI de l'œil","albinisme oculaire [E70.3]
nystagmus congénital [H55]
rétinite pigmentaire [H35.5]"
"Q16","","surdité congénitale [H90.-]"
"Q161","Atrésie ou rétrécissement du méat auditif osseux",""
"Q163","Coalescence des osselets",""
"Q164","Malformation congénitale de l'oreille moyenne SAI",""
"Q165","Anomalie de :
 - labyrinthe membraneux
 - organe de Corti",""
"Q169","Absence congénitale de l'oreille SAI","surdité congénitale [H90.-]"
"Q17","","fistule préauriculaire [Q18.1]"
"Q170","Appendice préauriculaire
Lobule surnuméraire
Oreille surnuméraire
Polyotie
Tragus accessoire",""
"Q173","Oreilles pointues",""
"Q174","Position basse de l'oreille","pavillon cervical [Q18.2]"
"Q175","Oreille « chauve-souris »",""
"Q178","Absence congénitale du lobe de l'oreille",""
"Q179","Anomalie congénitale de l'oreille SAI","fistule préauriculaire [Q18.1]"
"Q18","","affections classées en Q67.0-Q67.4
anomalies dentofaciales [y compris les malocclusions] [K07.-]
cyclopie [Q87.0]
fente labiale et fente palatine [Q35-Q37]
malformations congénitales des os du crâne et de la face [Q75.-]
persistance du canal thyréoglosse [Q89.2]
syndromes congénitaux malformatifs affectant l'aspect de la face [Q87.0]"
"Q1808","Vestiges branchiaux",""
"Q181","Fistule (du) :
 - cervicoauriculaire
 - pavillon, congénitale
Fistule et kyste prétragiens",""
"Q182","Malformations de la fente branchiale SAI
Otocéphalie
Pavillon cervical",""
"Q183","Pterygium colli",""
"Q186","Hypertrophie congénitale de la lèvre",""
"Q188","Fistule  médian(e) de la face et du cou
Kyste  médian(e) de la face et du cou
Sinus  médian(e) de la face et du cou",""
"Q189","Anomalie congénitale de la face et du cou SAI","affections classées en Q67.0-Q67.4
anomalies dentofaciales [y compris les malocclusions] [K07.-]
cyclopie [Q87.0]
fente labiale et fente palatine [Q35-Q37]
malformations congénitales des os du crâne et de la face [Q75.-]
persistance du canal thyréoglosse [Q89.2]
syndromes congénitaux malformatifs affectant l'aspect de la face [Q87.0]"
"Q20","","dextrocardie avec situs inversus [Q89.3]
disposition auriculaire en miroir avec situs inversus [Q89.3]"
"Q200","Persistance du tronc artériel",""
"Q201","Syndrome de Taussig–Bing",""
"Q203","Dextroposition de l'aorte
Transposition des gros vaisseaux (complète)",""
"Q204","Cœur triloculaire biauriculaire
Ventricule :
 - commun
 - unique",""
"Q205","Inversion ventriculaire
Transposition :
 - corrigée
 - gauche",""
"Q206","Isomérisme des auricules cardiaques avec asplénie ou polysplénie",""
"Q209","","dextrocardie avec situs inversus [Q89.3]
disposition auriculaire en miroir avec situs inversus [Q89.3]"
"Q21","","anomalie du septum cardiaque, acquise [I51.0]"
"Q211","Malformation du sinus :
 - coronaire
 - veineux
- Perméabilité ou persistance de :
 - foramen ovale
 - ostium secundum (type II)",""
"Q212","Canal auriculoventriculaire commun
Malformation des replis endocardiques
Persistance de l'ostium primum (type I)",""
"Q213","Communication interventriculaire avec sténose ou atrésie pulmonaire, dextroposition de l'aorte et hypertrophie du ventricule droit",""
"Q214","Fistule aortopulmonaire
Malformation du septum aortique",""
"Q218","Malformation cardiaque congénitale d’Eisenmenger
Pentalogie de Fallot","complexe d’Eisenmenger [I27.8]
syndrome d’Eisenmenger [I27.8]"
"Q219","Communication (cardiaque) SAI","anomalie du septum cardiaque, acquise [I51.0]"
"Q222","Reflux congénital au niveau de la valve pulmonaire",""
"Q223","Malformation congénitale de la valve pulmonaire SAI",""
"Q224","Atrésie de la valvule tricuspide",""
"Q230","Atrésie  aortique congénitale
Sténose  aortique congénitale","au cours d'hypoplasie du cœur gauche [Q23.4]
sténose sousaortique congénitale [Q24.4]"
"Q231","Insuffisance aortique congénitale
Valvule aortique bicuspide",""
"Q232","Atrésie mitrale congénitale",""
"Q234","Atrésie ou hypoplasie marquée de l'orifice ou de la valvule aortique, associée à une hypoplasie de l'aorte ascendante et à un défaut de développement du ventricule gauche (avec sténose ou atrésie de la valvule mitrale)",""
"Q24","","fibroélastose endocardique [I42.4]"
"Q240","","dextrocardie avec situs inversus [Q89.3]
disposition auriculaire en miroir avec situs inversus [Q89.3]
isomérisme des auricules cardiaques (avec asplénie ou polysplénie) [Q20.6]"
"Q245","Anévrisme congénital coronaire (artère)",""
"Q248","Diverticule congénital du ventricule gauche
Malformation congénitale du :
 - myocarde
 - péricarde
Malposition du cœur
Syndrome de Uhl",""
"Q249","Anomalie cardiaque  congénitale SAI
Cardiopathie  congénitale SAI","fibroélastose endocardique [I42.4]"
"Q250","Perméabilité du canal de Botal
Persistance du canal artériel",""
"Q251","Coarctation de l'isthme aortique (avant le canal) (après le canal)",""
"Q253","Sténose aortique supravalvulaire","sténose congénitale de la valvule aortique [Q23.0]"
